second,xyz[4],xyz[1]
13.041,-64.10938,0.3293457
13.048,-61.03125,0.3122559
13.054,-57.73438,0.2927246
13.061,-54.96875,0.2717285
13.067,-53.1875,0.2473145
13.074,-50.96875,0.2250977
13.08,-48.70313,0.1967773
13.086,-46.53125,0.166748
13.093,-44.17188,0.1337891
13.099,-40.64063,0.1047363
13.109,-34.60938,0.05297852
13.116,-27.51563,0.0222168
13.122,-21.89063,-0.003173828
13.129,-16.3125,-0.02050781
13.135,-12.34375,-0.0378418
13.141,-7.625,-0.0534668
13.148,-2.453125,-0.06860352
13.154,5.0625,-0.08325195
13.161,12.57813,-0.104248
13.167,18.4375,-0.1279297
13.174,22.70313,-0.1496582
13.18,27.875,-0.1633301
13.187,33.57813,-0.1713867
13.193,39.625,-0.1689453
13.199,44.35937,-0.1584473
13.206,50.17188,-0.1472168
13.212,56.0625,-0.135498
13.219,61.48438,-0.1274414
13.225,65.67188,-0.1240234
13.232,71.25,-0.125
13.238,76.95313,-0.1313477
13.245,82.25,-0.142334
13.251,86.23438,-0.1533203
13.257,90.60938,-0.159668
13.264,94.40625,-0.1625977
13.27,97.09375,-0.161377
13.277,100.3438,-0.1574707
13.284,103.7344,-0.151123
13.29,107.25,-0.1437988
13.297,110.7031,-0.1323242
13.303,113.5937,-0.1201172
13.309,115.4219,-0.1103516
13.316,117.5156,-0.1062012
13.322,120.1406,-0.1069336
13.329,123.5469,-0.1115723
13.345,129.9844,-0.1203613
13.351,135.6562,-0.1206055
13.357,133.5156,-0.1186523
13.364,135.125,-0.1154785
13.373,138.1094,-0.1066895
13.38,140.5312,-0.1005859
13.387,142.8594,-0.09570313
13.393,145.5469,-0.09423828
13.4,148.0,-0.09765625
13.406,149.4375,-0.1064453
13.412,151.0781,-0.1181641
13.419,153.2656,-0.1269531
13.425,156.1406,-0.1342773
13.432,159.0781,-0.1376953
13.438,163.0469,-0.1381836
13.445,166.6719,-0.1384277
13.451,169.75,-0.1396484
13.458,172.2031,-0.1428223
13.464,175.25,-0.1459961
13.47,179.2812,-0.1506348
13.477,184.5625,-0.1560059
13.483,189.4531,-0.1623535
13.49,195.0156,-0.1687012
13.496,200.2187,-0.1767578
13.503,205.625,-0.1860352
13.509,210.5937,-0.1962891
13.515,216.5937,-0.2050781
13.522,222.4531,-0.2155762
13.528,228.1094,-0.223877
13.535,236.0625,-0.229248
13.541,244.7344,-0.230957
13.548,253.4219,-0.2294922
13.554,260.3437,-0.2263184
13.561,268.5,-0.2246094
13.567,277.2031,-0.2260742
13.573,286.8125,-0.2324219
13.58,299.2656,-0.2409668
13.586,305.7812,-0.2470703
13.593,316.2656,-0.2463379
13.599,326.4219,-0.2353516
13.606,334.7656,-0.2124023
13.612,344.8125,-0.1855469
13.663,407.5937,0.3286133
13.67,410.9531,0.4572754
13.676,412.8281,0.5900879
13.683,413.4687,0.7009277
13.689,412.1406,0.8339844
13.695,404.8594,0.9626465
13.702,402.3281,1.071289
13.708,394.2656,1.131104
13.715,386.2031,1.167969
13.721,379.7969,1.18457
13.727,372.2656,1.19165
13.734,364.9219,1.195557
13.74,358.9531,1.198242
13.747,352.1562,1.201172
13.753,345.8125,1.208496
13.759,336.7031,1.22168
13.766,334.375,1.237793
13.772,327.5312,1.247559
13.779,320.3125,1.244629
13.785,314.7344,1.218262
13.791,309.5312,1.179199
13.798,306.2656,1.118408
13.804,304.7344,1.055176
13.811,304.125,1.009521
13.817,304.7812,0.9702148
13.823,306.2812,0.9467773
13.83,309.2969,0.9291992
13.836,313.7031,0.9108887
13.843,319.3594,0.8806152
13.849,325.0,0.8447266
13.855,332.9062,0.7541504
13.862,341.4531,0.7922363
13.868,349.9531,0.782959
13.875,357.2344,0.7902832
13.881,366.4375,0.8093262
13.888,375.4531,0.8481445
13.894,383.125,0.9069824
13.9,388.3281,0.9841309
13.908,394.0469,1.071777
13.915,397.0938,1.158447
13.924,397.6563,1.27124
13.931,395.5313,1.331299
13.937,391.9062,1.374756
13.944,387.25,1.421631
13.95,381.7344,1.463867
13.956,376.3281,1.504883
13.972,357.125,1.557373
13.979,347.6406,1.540527
13.985,338.6406,1.494629
13.992,331.8906,1.435547
13.998,324.7031,1.389404
14.004,318.0625,1.348633
14.011,311.6406,1.326172
14.017,306.0469,1.314453
14.023,299.0156,1.303467
14.03,291.9375,1.279297
14.036,286.0781,1.238037
14.043,279.5469,1.189209
14.049,273.5781,1.114258
14.055,269.0781,1.028076
14.062,265.0469,0.9555664
14.068,262.8594,0.8791504
14.075,261.9844,0.8237305
14.081,261.4063,0.7939453
14.087,260.0937,0.7878418
14.094,258.2344,0.7961426
14.1,257.0,0.8068848
14.107,255.8594,0.8039551
14.113,254.4219,0.7751465
14.12,252.7344,0.7211914
14.126,251.8594,0.65625
14.132,252.0625,0.6044922
14.139,253.5938,0.5541992
14.145,255.1719,0.5214844
14.152,256.3125,0.5090332
14.158,257.5,0.5141602
14.165,257.875,0.536377
14.171,256.9375,0.5715332
14.178,255.0937,0.614502
14.184,251.8281,0.6486816
14.19,248.2656,0.6826172
14.2,242.875,0.7209473
14.207,237.1875,0.7636719
14.213,230.0313,0.8015137
14.22,221.75,0.8532715
14.226,212.0,0.9067383
14.233,202.3438,0.9487305
14.239,189.4531,0.963623
14.246,176.25,0.9602051
14.252,163.3906,0.9528809
14.258,148.8906,0.9575195
14.265,140.5469,0.9699707
14.271,128.3594,0.9836426
14.278,116.0781,0.9873047
14.284,105.8906,0.9821777
14.291,93.98438,0.9768066
14.297,82.17188,0.9763184
14.303,69.59375,0.9880371
14.31,58.42187,1.013428
14.316,44.57813,1.041016
14.323,29.89063,1.072754
14.329,17.59375,1.099121
14.335,3.515625,1.12207
14.342,-10.0625,1.16333
14.348,-26.3125,1.22876
14.355,-39.23438,1.296875
14.361,-56.76563,1.37793
14.367,-74.04687,1.439941
14.374,-88.57813,1.473633
14.38,-106.5625,1.481934
14.387,-124.7344,1.476807
14.393,-138.625,1.465088
14.399,-153.0937,1.457031
14.406,-165.7187,1.45459
14.412,-175.4219,1.458252
14.419,-186.6094,1.45752
14.425,-196.6719,1.44043
14.431,-204.4531,1.399658
14.438,-208.75,1.337891
14.444,-211.1562,1.273438
14.45,-209.8125,1.182373
14.457,-205.7969,1.074707
14.466,-194.125,0.9055176
14.473,-185.3906,0.7683105
14.48,-173.875,0.6403809
14.487,-156.5938,0.5354004
14.494,-136.5781,0.4558105
14.5,-114.25,0.4008789
14.506,-92.20313,0.3728027
14.513,-75.6875,0.4362793
14.519,-56.67188,0.4106445
14.526,-39.34375,0.4904785
14.532,-22.21875,0.6113281
14.548,-12.51562,0.7619629
14.555,5.921875,1.148926
14.561,7.375,1.283691
14.567,4.75,1.434082
14.574,-0.03125,1.562744
14.58,-8.40625,1.661621
14.587,-19.01563,1.717773
14.593,-30.89062,1.747559
14.599,-41.59375,1.730469
14.606,-54.78125,1.681396
14.612,-67.28125,1.592041
14.619,-76.67188,1.48999
14.625,-86.84375,1.410156
14.631,-96.10938,1.330078
14.638,-105.2344,1.266357
14.644,-111.6875,1.21167
14.651,-117.8437,1.165039
14.657,-122.0781,1.098633
14.663,-124.0937,1.013428
14.67,-125.2344,0.9282227
14.676,-125.8281,0.8154297
14.683,-126.5937,0.7033691
14.689,-126.5156,0.6052246
14.695,-123.5781,0.5410156
14.702,-118.6094,0.4868164
14.708,-114.5625,0.4511719
14.715,-110.1406,0.4287109
14.721,-106.0156,0.4023438
14.776,-45.5,0.07006836
14.783,-37.28125,0.06860352
14.79,-29.67188,0.07080078
14.796,-22.40625,0.07470703
14.803,-12.75,0.08056641
14.809,-10.65625,0.08764648
14.815,-4.71875,0.09228516
14.822,0.4375,0.09472656
14.828,3.859375,0.09326172
14.835,7.359375,0.08935547
14.841,11.40625,0.08178711
14.848,16.17188,0.0703125
14.854,20.35938,0.0546875
14.861,25.1875,0.03930664
14.867,29.17188,0.01904297
14.873,32.67188,-0.001464844
14.88,35.9375,-0.02197266
14.886,40.35938,-0.03686523
14.893,44.75,-0.04980469
14.899,49.20312,-0.05712891
14.906,52.92188,-0.05932617
14.912,56.9375,-0.05786133
14.918,60.0625,-0.05419922
14.925,62.1875,-0.05078125
14.931,63.10937,-0.04956055
14.938,64.0,-0.05151367
14.944,66.03125,-0.05712891
14.951,68.75,-0.06689453
14.957,72.8125,-0.08178711
14.964,76.84375,-0.09741211
14.97,80.0,-0.1171875
14.976,82.0625,-0.1342773
14.983,84.20313,-0.1479492
14.989,86.625,-0.1584473
14.996,89.03125,-0.1721191
15.002,91.01563,-0.1867676
15.009,94.35938,-0.1992188
15.015,98.64062,-0.2138672
15.021,102.8125,-0.229248
15.031,107.7031,-0.2497559
15.038,111.7188,-0.2634277
15.044,115.9219,-0.2685547
15.051,119.4531,-0.2685547
15.057,122.2031,-0.2663574
15.064,126.0937,-0.2658691
15.07,130.5938,-0.2685547
15.076,135.3125,-0.2734375
15.083,139.1875,-0.276123
15.089,143.4062,-0.2739258
15.096,147.4687,-0.2648926
15.102,151.8906,-0.251709
15.109,159.4844,-0.237793
15.116,159.4219,-0.2250977
15.122,161.7344,-0.213623
15.129,164.625,-0.2038574
15.135,167.625,-0.1914063
15.141,170.3125,-0.1794434
15.148,172.3437,-0.1674805
15.154,174.7813,-0.1569824
15.161,177.4219,-0.1411133
15.177,183.5,-0.08618164
15.183,185.8125,-0.06298828
15.19,187.6563,-0.04614258
15.196,189.4375,-0.03735352
15.202,190.7031,-0.03637695
15.209,191.75,-0.04052734
15.215,192.9219,-0.04614258
15.222,194.9844,-0.04833984
15.228,197.6094,-0.04638672
15.235,200.25,-0.04003906
15.241,202.0937,-0.03295898
15.248,204.0937,-0.02856445
15.254,206.4375,-0.02587891
15.26,209.5469,-0.02392578
15.267,212.6562,-0.02124023
15.273,216.8125,-0.01733398
15.28,221.1094,-0.01123047
15.289,226.5625,0.0
15.296,230.4219,0.007568359
15.303,234.2813,0.01391602
15.309,238.3437,0.01733398
15.316,242.7969,0.01904297
15.322,247.75,0.01806641
15.328,252.0781,0.015625
15.335,257.7344,0.01538086
15.341,264.1094,0.02099609
15.348,269.6719,0.03491211
15.354,276.5469,0.05712891
15.361,283.3437,0.07910156
15.367,289.9688,0.1054688
15.374,299.3438,0.1281738
15.38,301.5625,0.1467285
15.386,307.7812,0.1601563
15.393,313.9844,0.1765137
15.399,319.125,0.1960449
15.406,325.2187,0.2175293
15.412,331.1406,0.2504883
15.419,336.7969,0.2907715
15.425,341.0156,0.3376465
15.431,345.4219,0.3820801
15.438,349.2812,0.4428711
15.444,352.6875,0.5126953
15.451,355.0469,0.5908203
15.457,356.9062,0.6594238
15.464,357.6094,0.7387695
15.47,357.4219,0.8063965
15.476,356.8437,0.8596191
15.483,356.1875,0.8952637
15.489,355.2344,0.9311523
15.496,354.1719,0.9619141
15.502,352.75,0.9851074
15.509,351.6562,1.011719
15.515,351.0625,1.038818
15.521,350.7344,1.067871
15.528,350.0469,1.09375
15.534,348.7813,1.12793
15.544,346.3437,1.182129
15.55,344.2344,1.227295
15.557,341.9844,1.269775
15.563,339.8125,1.300781
15.57,338.0469,1.312012
15.576,336.0937,1.303223
15.583,334.9375,1.272949
15.589,335.2344,1.230957
15.595,336.9844,1.198242
15.602,339.4687,1.171875
15.608,342.3281,1.161865
15.614,344.7344,1.164063
15.621,347.9219,1.171631
15.627,351.6875,1.182861
15.634,354.8594,1.193604
15.64,358.4844,1.203857
15.646,361.8281,1.221924
15.653,364.0156,1.248047
15.659,365.7344,1.270752
15.666,366.8594,1.290283
15.672,367.7344,1.296875
15.679,368.2187,1.292969
15.685,368.4375,1.284424
15.691,368.2187,1.270508
15.699,367.9375,1.25293
15.705,367.8125,1.243652
15.711,367.3594,1.240723
15.718,366.3594,1.247803
15.724,364.5312,1.26001
15.731,362.0,1.280273
15.737,359.0469,1.303955
15.743,354.5156,1.320068
15.759,340.4844,1.310303
15.766,333.7812,1.286377
15.772,327.3125,1.243652
15.778,322.4219,1.185547
15.785,317.2344,1.06543
15.791,312.6719,1.055664
15.798,309.5,0.9870605
15.804,306.8906,0.9245605
15.81,305.5625,0.878418
15.817,304.9219,0.8300781
15.87,312.8438,0.7019043
15.877,308.1875,0.7456055
15.884,310.0,0.7817383
15.89,307.0781,0.7973633
15.897,303.4688,0.7993164
15.903,299.4531,0.7912598
15.909,293.3437,0.7824707
15.916,286.5,0.7790527
15.922,279.3125,0.7792969
15.929,273.1719,0.7839355
15.935,265.4531,0.7907715
15.942,256.625,0.802002
15.948,246.2031,0.815918
15.954,236.5937,0.8300781
15.961,224.625,0.838623
15.967,212.4687,0.8398438
15.974,200.2031,0.8391113
15.98,189.5781,0.8498535
15.987,175.9531,0.8679199
15.993,161.7031,0.8898926
15.999,147.4844,0.8984375
16.006,135.8906,0.8918457
16.012,121.9219,0.8825684
16.019,107.8906,0.876709
16.025,92.10938,0.8798828
16.032,81.59375,0.8884277
16.038,66.8125,0.8964844
16.045,52.07813,0.907959
16.051,40.35938,0.9238281
16.057,26.45313,0.9433594
16.064,12.10938,0.9768066
16.07,-2.65625,1.023193
16.077,-15.29688,1.080566
16.083,-31.51562,1.133301
16.089,-48.84375,1.195313
16.096,-64.14063,1.246826
16.102,-82.90626,1.277344
16.109,-100.8906,1.301758
16.115,-119.1406,1.321777
16.121,-131.0313,1.34375
16.131,-154.0,1.375
16.138,-169.25,1.398438
16.144,-181.0625,1.422607
16.151,-194.1094,1.441162
16.157,-205.6406,1.448486
16.163,-214.5781,1.418213
16.17,-218.9687,1.331055
16.176,-219.9531,1.211426
16.182,-216.5469,1.019043
16.189,-210.2187,0.7927246
16.195,-198.5625,0.5981445
16.202,-181.9375,0.3786621
16.208,-158.9844,0.1882324
16.215,-135.8125,0.03149414
16.221,-105.6719,-0.07177734
16.228,-74.875,-0.1601563
16.234,-44.6875,-0.2036133
16.24,-20.6875,-0.1933594
16.247,6.296875,-0.1376953
16.253,30.75,-0.009765625
16.26,48.5625,0.182373
16.266,66.20313,0.4333496
16.273,79.04687,0.6828613
16.279,86.15625,1.024414
16.285,86.65626,1.400391
16.292,80.57813,1.720703
16.298,68.29688,2.077881
16.305,50.75,2.363037
16.311,32.64063,2.543945
16.318,7.78125,2.613037
16.325,-23.8125,2.5896
16.332,-51.14063,2.509033
16.338,-72.89063,2.401367
16.344,-97.53125,2.299805
16.351,-120.2031,2.162109
16.357,-136.6562,2.006348
16.363,-153.1094,1.87085
16.379,-180.5625,1.562012
16.386,-189.2813,1.461426
16.392,-197.3281,1.347168
16.402,-202.4688,1.147461
16.408,-199.7344,0.9716797
16.415,-192.5781,0.7949219
16.421,-182.75,0.6359863
16.428,-173.7031,0.5063477
16.434,-162.6406,0.4228516
16.441,-151.5312,0.3498535
16.447,-139.3438,0.300293
16.454,-127.8906,0.2668457
16.46,-113.7969,0.2478027
16.466,-100.5937,0.2331543
16.473,-87.75001,0.2265625
16.479,-77.0625,0.2255859
16.486,-65.4375,0.2270508
16.492,-55.9375,0.2294922
16.499,-47.375,0.2321777
16.505,-39.40625,0.2365723
16.512,-28.65625,0.2446289
16.518,-18.3125,0.2624512
16.524,-10.67188,0.2902832
16.531,-2.84375,0.3310547
16.537,2.3125,0.3762207
16.544,3.984375,0.4406738
16.55,3.890625,0.5070801
16.557,3.859375,0.5534668
16.563,3.25,0.5878906
16.569,1.5625,0.595459
16.576,-0.875,0.5803223
16.582,-4.578125,0.5556641
16.589,-7.40625,0.5168457
16.595,-9.21875,0.4709473
16.602,-10.17187,0.4208984
16.608,-10.95312,0.3779297
16.614,-11.67188,0.3303223
16.621,-12.75,0.2927246
16.627,-13.39063,0.265625
16.634,-13.5625,0.2487793
16.64,-13.23438,0.2312012
16.647,-12.70313,0.2124023
16.656,-11.95313,0.1828613
16.663,-11.45313,0.1555176
16.669,-10.04688,0.1237793
16.676,-7.984375,0.08666992
16.682,-6.046875,0.0456543
16.689,-3.609375,0.01074219
16.695,-0.828125,-0.02880859
16.702,2.359375,-0.06420898
16.708,5.75,-0.09375
16.715,10.625,-0.1147461
16.721,15.3125,-0.1350098
16.727,20.07813,-0.1484375
16.734,24.71875,-0.1557617
16.74,30.35938,-0.159668
16.747,35.28125,-0.1643066
16.753,39.98438,-0.170166
16.76,43.73437,-0.1801758
16.766,48.35938,-0.192627
16.773,53.3125,-0.2126465
16.779,58.42187,-0.2373047
16.786,63.17188,-0.2617188
16.792,69.04687,-0.2783203
16.798,74.15625,-0.2915039
16.805,78.34375,-0.2961426
16.811,83.8125,-0.2910156
16.818,89.39063,-0.2807617
16.824,94.75,-0.2641602
16.831,98.51563,-0.2473145
16.837,102.2187,-0.2358398
16.843,106.2344,-0.2265625
16.85,111.1875,-0.2216797
16.856,115.4688,-0.2209473
16.863,120.0625,-0.2226563
16.869,124.3438,-0.2258301
16.876,128.1875,-0.2268066
16.882,130.8437,-0.2226563
16.889,134.0625,-0.2155762
16.896,138.0469,-0.2053223
16.903,143.1719,-0.1921387
16.962,162.9219,-0.08300781
16.969,165.4844,-0.0715332
16.975,167.7031,-0.0009765625
16.981,169.625,-0.05761719
16.988,171.3281,-0.05786133
16.994,173.2812,-0.06298828
17.01,183.5781,-0.078125
17.017,186.6719,-0.08032227
17.023,190.0625,-0.08129883
17.03,193.375,-0.08325195
17.036,197.1562,-0.08837891
17.043,200.7656,-0.09594727
17.049,205.75,-0.1030273
17.056,211.6719,-0.1054688
17.062,218.0625,-0.1030273
17.068,227.5,-0.09692383
17.075,230.2656,-0.09301758
17.081,237.2031,-0.09204102
17.088,243.7344,-0.09594727
17.094,249.0156,-0.1040039
17.101,256.3594,-0.1120605
17.107,265.2187,-0.119873
17.113,274.625,-0.1225586
17.12,282.4844,-0.1169434
17.126,291.8281,-0.1064453
17.133,300.8125,-0.08984375
17.139,309.3281,-0.07470703
17.146,316.5625,-0.06420898
17.152,325.9687,-0.05688477
17.159,336.1406,-0.04345703
17.165,346.7031,-0.01928711
17.171,355.4219,0.01611328
17.178,365.3281,0.05273438
17.184,374.2812,0.1020508
17.191,382.2969,0.1557617
17.197,388.5781,0.2141113
17.204,395.9531,0.2678223
17.213,404.6719,0.3764648
17.22,410.9219,0.4577637
17.227,414.9687,0.5476074
17.233,419.1093,0.6306152
17.239,421.8281,0.7404785
17.246,422.3281,0.8608398
17.252,420.9219,0.9870605
17.259,417.5625,1.089355
17.265,412.8281,1.197021
17.271,407.9531,1.276367
17.278,401.0625,1.318604
17.284,393.75,1.345215
17.291,386.6094,1.355957
17.297,380.8594,1.359619
17.303,374.0625,1.36084
17.31,367.1875,1.365967
17.316,361.5625,1.380615
17.323,354.6562,1.401367
17.329,347.0156,1.430664
17.335,340.2969,1.453125
17.342,332.7656,1.459473
17.348,326.4844,1.448242
17.354,322.2344,1.416016
17.361,318.5625,1.373779
17.367,317.1562,1.306885
17.374,318.2969,1.228027
17.38,320.4687,1.146973
17.386,324.2656,1.085449
17.393,329.7812,1.028564
17.399,335.5469,0.9997559
17.406,342.9688,0.9980469
17.412,350.2969,1.01416
17.419,357.5469,1.0354
17.425,363.625,1.052246
17.431,370.7812,1.063721
17.438,377.3906,1.077881
17.444,382.3438,1.094971
17.45,387.4062,1.113525
17.457,391.5469,1.14502
17.463,394.0156,1.19043
17.47,395.4219,1.238525
17.479,395.3906,1.333496
17.486,393.6719,1.387939
17.492,391.0937,1.42627
17.499,386.7344,1.445313
17.505,381.2344,1.455566
17.512,375.1719,1.454834
17.518,369.8281,1.446533
17.524,362.7812,1.436279
17.533,353.9687,1.411133
17.539,345.8594,1.387939
17.545,337.6094,1.354248
17.552,331.125,1.320557
17.558,323.6562,1.297363
17.565,315.8594,1.275879
17.571,309.1563,1.247803
17.577,301.2031,1.20752
17.593,286.2969,0.9892578
17.6,282.7812,0.9052734
17.606,280.5938,0.8122559
17.613,279.9375,0.730957
17.619,280.6562,0.6621094
17.625,282.4531,0.614502
17.632,285.2031,0.5756836
17.638,291.9062,0.5625
17.645,290.9219,0.5698242
17.651,293.1562,0.5854492
17.658,294.0,0.6105957
17.664,293.1875,0.6459961
17.67,290.1719,0.7458496
17.677,285.8281,0.7285156
17.683,281.5938,0.763916
17.69,278.1875,0.7890625
17.696,273.3281,0.807373
17.703,266.3125,0.8305664
17.709,256.5938,0.8549805
17.716,247.0781,0.876709
17.722,235.1719,0.8896484
17.728,223.0156,0.8986816
17.735,210.9375,0.9018555
17.741,201.1406,0.8991699
17.748,189.4531,0.8916016
17.757,172.7344,0.8649902
17.764,157.7656,0.8466797
17.77,147.6094,0.8395996
17.777,135.5625,0.8459473
17.783,122.9531,0.8664551
17.79,109.5625,0.8945313
17.796,98.23438,0.9233398
17.803,84.78126,0.9482422
17.809,70.90625,0.9799805
17.815,58.82813,1.008057
17.822,43.42187,1.020508
17.828,27.40625,1.021973
17.835,11.40625,1.021729
17.841,-1.703125,1.040527
17.847,-16.46875,1.081055
17.854,-30.85938,1.156982
17.86,-44.17188,1.246338
17.867,-62.07813,1.316162
17.873,-81.60937,1.38501
17.879,-103.0469,1.43457
17.886,-119.4687,1.467285
17.892,-137.3906,1.486572
17.899,-153.5469,1.508789
17.905,-167.1719,1.527344
17.911,-183.6094,1.528564
17.918,-198.4062,1.497559
17.924,-208.0937,1.428223
17.931,-216.5,1.354004
17.937,-221.5781,1.262939
17.943,-223.9219,1.169189
17.95,-223.7969,1.054932
17.956,-219.7969,0.9335938
17.963,-210.75,0.7548828
17.969,-199.4687,0.5522461
17.976,-181.8437,0.3164063
17.982,-160.5312,0.1845703
17.988,-136.2656,0.02294922
17.995,-114.1562,-0.08984375
18.001,-85.87501,-0.1381836
18.008,-56.90625,-0.1379395
18.064,47.75,1.547363
18.07,39.70313,1.753418
18.077,25.45313,1.92627
18.083,13.17188,2.041992
18.09,-6.234375,2.136963
18.096,-27.23438,2.173828
18.102,-45.125,2.147461
18.109,-66.57813,2.083008
18.115,-87.71875,1.970947
18.122,-104.5313,1.839355
18.128,-122.3906,1.726563
18.134,-136.75,1.598633
18.141,-146.1563,1.487305
18.147,-154.7031,1.391113
18.154,-161.1875,1.299316
18.161,-167.625,1.202148
18.167,-173.0625,1.114502
18.174,-175.9531,1.003906
18.18,-172.0156,0.8950195
18.186,-173.0,0.810791
18.193,-167.4375,0.7185059
18.199,-161.1406,0.6320801
18.215,-144.8437,0.4309082
18.222,-136.9844,0.3513184
18.228,-129.625,0.2824707
18.235,-119.0938,0.2346191
18.241,-106.8906,0.1889648
18.247,-94.23438,0.1589355
18.254,-84.45313,0.1447754
18.26,-73.85938,0.1408691
18.267,-63.90625,0.1357422
18.273,-55.5,0.1240234
18.28,-45.53125,0.1074219
18.286,-35.20313,0.09692383
18.292,-24.29688,0.09472656
18.299,-15.39063,0.1052246
18.305,-6.3125,0.1235352
18.312,0.734375,0.1401367
18.321,8.140625,0.1660156
18.328,12.15625,0.1821289
18.335,16.15625,0.201416
18.341,20.39063,0.2214355
18.348,23.65625,0.2473145
18.354,25.875,0.270752
18.36,27.0,0.2875977
18.367,27.125,0.2941895
18.373,26.125,0.2907715
18.38,25.46875,0.2744141
18.386,24.96875,0.190918
18.393,24.79687,0.223877
18.399,25.28125,0.1933594
18.405,26.03125,0.1638184
18.412,26.78125,0.1403809
18.418,27.48438,0.1157227
18.425,28.48438,0.09570313
18.431,29.46875,0.07958984
18.438,30.67188,0.06738281
18.444,31.8125,0.05322266
18.451,33.25,0.04003906
18.457,34.84375,0.02636719
18.463,36.79688,0.01538086
18.47,38.39063,0.003417969
18.476,39.8125,-0.006591797
18.483,41.03125,-0.01831055
18.489,43.04688,-0.03149414
18.496,46.17188,-0.05297852
18.502,49.6875,-0.08007813
18.509,52.46875,-0.1105957
18.515,55.79688,-0.1376953
18.521,59.375,-0.1723633
18.528,64.0,-0.2060547
18.534,68.8125,-0.2338867
18.541,74.79688,-0.2497559
18.547,80.20312,-0.2595215
18.554,85.39063,-0.2617188
18.56,89.59375,-0.2590332
18.567,94.59375,-0.2541504
18.573,99.59375,-0.2453613
18.583,106.875,-0.2258301
18.589,112.6719,-0.2114258
18.596,117.5156,-0.201416
18.602,121.4062,-0.1948242
18.609,124.7344,-0.1943359
18.615,127.375,-0.1967773
18.622,131.0156,-0.1982422
18.628,135.2656,-0.1958008
18.634,139.8906,-0.1870117
18.641,143.5781,-0.1723633
18.647,147.7031,-0.1582031
18.654,152.25,-0.1413574
18.66,157.5625,-0.1254883
18.667,161.9531,-0.111084
18.673,166.1719,-0.1015625
18.68,169.1875,-0.09448242
18.686,171.9375,-0.09301758
18.692,174.2031,-0.09667969
18.699,177.0625,-0.1022949
18.705,180.4531,-0.1091309
18.712,184.5625,-0.1149902
18.718,188.3594,-0.1176758
18.725,193.125,-0.1162109
18.731,198.0781,-0.1071777
18.739,203.3906,-0.0859375
18.745,207.0781,-0.0625
18.752,211.5156,-0.04125977
18.758,215.8125,-0.02856445
18.765,220.0469,-0.02026367
18.771,227.4844,-0.01708984
18.778,227.7344,-0.01660156
18.784,232.4844,-0.01806641
18.8,245.0469,-0.02172852
18.806,251.3594,-0.01757813
18.813,257.8125,-0.008544922
18.819,263.0312,0.005859375
18.826,268.9844,0.02319336
18.832,274.4844,0.05078125
18.842,282.0156,0.1054688
18.849,288.125,0.1425781
18.855,294.5469,0.1730957
18.861,301.1875,0.1911621
18.868,307.6094,0.2050781
18.874,312.5156,0.2133789
18.881,318.2344,0.2180176
18.887,324.1719,0.2231445
18.894,331.125,0.2297363
18.9,337.6719,0.2426758
18.906,345.5,0.2626953
18.913,352.5156,0.3015137
18.919,358.8281,0.3566895
18.926,363.7656,0.4248047
18.932,369.1562,0.487793
18.939,373.5312,0.5661621
18.945,376.2969,0.6420898
18.951,378.7187,0.6994629
18.958,380.5938,0.7573242
18.964,382.5312,0.8010254
18.971,384.4844,0.8334961
18.977,387.0313,0.8566895
18.984,388.9844,0.8876953
18.99,389.7031,0.9306641
18.996,389.4063,0.9899902
19.003,388.2187,1.051758
19.009,386.125,1.135254
19.016,383.7656,1.218262
19.022,380.4688,1.276855
19.028,376.6094,1.32373
19.035,372.2812,1.337158
19.041,368.625,1.318359
19.048,364.875,1.286133
19.054,362.7656,1.243164
19.06,362.4375,1.21167
19.067,362.9375,1.199951
19.073,363.5937,1.199951
19.08,364.1719,1.208984
19.086,364.8906,1.223145
19.092,365.7344,1.250977
19.144,375.0937,1.085205
19.151,379.2187,1.08374
19.158,382.6094,1.125977
19.164,384.3594,1.198486
19.17,384.2812,1.277588
19.177,382.6875,1.331543
19.183,380.0313,1.370361
19.189,377.4375,1.380371
19.196,373.5937,1.375488
19.202,368.7031,1.36499
19.209,360.3125,1.356934
19.215,359.0312,1.351807
19.221,353.375,1.344482
19.228,347.5469,1.335205
19.234,342.9688,1.323242
19.241,337.8438,1.310303
19.247,332.75,1.290771
19.253,328.2031,1.268555
19.26,322.0312,1.249512
19.266,314.875,1.227051
19.273,304.4688,1.20459
19.279,300.9063,1.180908
19.285,293.3125,1.159424
19.292,285.5781,1.13208
19.298,279.0313,1.102783
19.305,270.75,1.077148
19.311,263.1094,1.043945
19.317,257.9219,1.00293
19.324,252.875,0.9572754
19.33,248.7656,0.887207
19.337,245.7344,0.8059082
19.343,244.0625,0.7209473
19.35,243.2969,0.6503906
19.356,243.8281,0.5686035
19.363,245.375,0.4865723
19.37,247.9844,0.4458008
19.376,251.5312,0.4282227
19.383,255.0625,0.4499512
19.389,256.9687,0.5031738
19.396,257.1875,0.5620117
19.402,254.8594,0.6401367
19.412,248.0156,0.8044434
19.428,228.0313,0.8920898
19.434,217.0781,0.9367676
19.441,206.8594,0.9724121
19.447,194.375,0.9941406
19.454,181.9375,1.010498
19.46,171.1094,1.016602
19.466,157.5781,1.01123
19.473,143.9063,0.9980469
19.479,130.8125,0.9741211
19.486,116.2187,0.9465332
